Time,m1_velocity,m2_velocity,m3_velocity,m1_current,m2_current,m3_current,x_acelleration,y_acelleration,angular_velocity,compass,m1_dutycycle,m2_dutycycle,m3_dutycycle,m1_setpoint,m2_setpoint,m3_setpoint,m1_dU,m2_dU,m3_dU,m1_U,m2_U,m3_U,V,Vn,W,elapsed_time,Xr,Yr,Teta,Vref,Vnref,Wref
19:18:27.728,86,-33,-33,52,104,186,0,96,108,-1091,81,37,38,0,0,0,-0.0557147,-0.0268105,0.0380144,1.86391,-0.968185,-0.992255,0.0140659,-0.383309,0.403597,60,-0.0210916,0.692361,0.047628,0.0439904,-0.246099,-0.047628
19:18:27.790,93,-36,-36,56,105,173,0,97,109,-1091,78,37,37,0,0,0,-0.0643214,0.0094313,0.0280979,1.79959,-0.958754,-0.964157,0.00122313,-0.422432,0.350724,61,-0.0198116,0.667048,0.0686715,0.0542253,-0.244048,-0.0686715
19:18:27.850,89,-38,-35,43,104,155,0,96,111,-1091,75,36,36,0,0,0,-0.0827275,0.0268642,0.0151607,1.71686,-0.93189,-0.948996,0.00214047,-0.457513,0.359536,61,-0.0177664,0.639214,0.0906032,0.0821437,-0.236119,-0.0906032
19:18:27.910,89,-41,-38,37,103,137,0,94,108,-1091,71,31,38,0,0,0,-0.0893077,0.109011,-0.037751,1.62755,-0.822878,-0.986747,-0.00795032,-0.444979,0.26789,59,-0.0157934,0.612138,0.106944,0.18083,-0.172628,-0.106944
19:18:27.968,93,-41,-40,4,90,120,0,81,102,-1091,71,35,34,0,0,0,-0.000422049,-0.101237,0.0909256,1.62713,-0.924115,-0.895822,-0.00917345,-0.455888,0.163906,58,-0.0134605,0.585336,0.116615,-0.0110251,-0.249757,-0.116615
19:18:28.26,91,-42,-43,15,94,119,0,85,105,-1091,70,38,31,0,0,0,-0.0234244,-0.0736118,0.064842,1.60371,-0.997727,-0.83098,-0.00519828,-0.472993,0.193868,59,-0.010568,0.558054,0.127859,-0.0152643,-0.249534,-0.127859
19:18:28.86,97,-46,-41,5,92,114,0,82,102,-1091,69,41,29,0,0,0,-0.0138186,-0.0512432,0.060397,1.58989,-1.04897,-0.770583,0.00428094,-0.473856,0.100459,60,-0.00675262,0.530357,0.133786,-0.0204849,-0.249159,-0.133786
19:18:28.148,91,-45,-41,51,94,109,0,86,105,-1091,67,42,27,0,0,0,-0.0449673,-0.0276621,0.0368686,1.54492,-1.07663,-0.733714,-0.0134544,-0.497842,0.162144,61,-0.00356832,0.500646,0.143515,-0.0269663,-0.248541,-0.143515
19:18:28.209,90,-50,-40,33,101,100,0,85,102,-1091,67,43,26,0,0,0,-0.0117268,-0.0266736,0.0321553,1.53319,-1.10331,-0.701559,-0.014066,-0.475263,0.0863592,61,-0.00027114,0.47183,0.148783,-0.0361251,-0.247376,-0.148783
19:18:28.272,94,-55,-38,0,100,101,0,85,101,-1091,66,43,25,0,0,0,-0.012169,-0.00921488,0.0246398,1.52102,-1.11252,-0.676919,-0.0299666,-0.478062,-0.0211491,64,0.00228511,0.442242,0.147472,-0.0500384,-0.244941,-0.147472
19:18:28.330,90,-52,-40,20,100,97,0,85,100,-1091,64,44,23,0,0,0,-0.0514625,-0.0194475,0.0547092,1.46956,-1.13197,-0.62221,-0.0525944,-0.497104,-1.11022e-16,57,0.00360935,0.410777,0.147472,-0.113362,-0.222821,-0.147472
19:18:28.389,95,-56,-36,13,100,88,0,87,102,-1091,64,43,23,0,0,0,-0.00519833,0.018493,-0.0126736,1.46436,-1.11348,-0.634883,-0.0354707,-0.484403,-0.0475857,60,0.00566656,0.383169,0.144759,-0.0436958,-0.246152,-0.144759
19:18:28.448,96,-58,-38,52,98,88,0,82,96,-1091,63,42,24,0,0,0,-0.0343223,0.0210305,-0.0191489,1.43004,-1.09244,-0.654032,-0.0602389,-0.501171,0.0599228,59,0.00642779,0.352892,0.148355,-0.0473058,-0.245484,-0.148355
19:18:28.508,95,-54,-36,23,101,86,0,88,104,-1091,61,41,24,0,0,0,-0.0298009,0.0271995,0.0057559,1.40024,-1.06525,-0.648276,-0.0636026,-0.510146,-0.0140995,60,0.00716536,0.322569,0.147523,-0.0511159,-0.244719,-0.147523
19:18:28.568,93,-56,-38,19,92,78,0,77,96,-1091,60,42,23,0,0,0,-0.0288049,-0.0167784,0.0123961,1.37143,-1.08202,-0.63588,-0.0535118,-0.495181,0.077547,59,0.00835667,0.292709,0.152176,-0.0599284,-0.242711,-0.152176
19:18:28.631,88,-56,-36,42,99,75,0,87,105,-1091,59,42,22,0,0,0,-0.0192994,-0.0119722,0.0367642,1.35214,-1.094,-0.599116,-0.0553465,-0.495515,-0.0158619,63,0.00956073,0.263317,0.15124,-0.0741441,-0.238752,-0.15124
19:18:28.692,91,-53,-38,28,95,71,0,82,103,-1091,59,44,20,0,0,0,-0.010418,-0.0281481,0.0444359,1.34172,-1.12214,-0.55468,-0.0617679,-0.475579,-0.0969339,61,0.0102279,0.233111,0.145133,-0.107554,-0.225682,-0.145133
19:18:28.751,90,-55,-37,40,94,72,0,82,101,-1091,51,46,11,0,0,0,-0.176786,-0.0626641,0.21733,1.16493,-1.18481,-0.33735,-0.0449499,-0.48388,-0.0158618,59,0.0117836,0.203508,0.144165,-0.24737,-0.0361693,-0.144165
19:18:28.813,87,-54,-34,32,92,48,0,77,97,-1091,54,46,14,0,0,0,0.0544891,0.0139757,-0.0740191,1.21942,-1.17083,-0.411369,-0.0550407,-0.482998,-0.0229115,62,0.0126639,0.17484,0.142813,-0.0533658,-0.244238,-0.142813
19:18:28.869,84,-54,-32,30,98,58,0,81,99,-1091,55,46,15,0,0,0,0.0372749,-0.00493554,-0.0392378,1.2567,-1.17577,-0.450607,-0.0611563,-0.468188,-0.0334862,57,0.0130423,0.145568,0.140737,-0.0570173,-0.243411,-0.140737
19:18:28.929,84,-54,-33,28,97,63,0,80,96,-1091,57,47,16,0,0,0,0.0300503,-0.016915,-0.0154193,1.28675,-1.19268,-0.466026,-0.0669662,-0.451084,-0.0581602,59,0.0128696,0.119575,0.137422,-0.0605511,-0.242556,-0.137422
19:18:28.988,81,-58,-29,25,96,70,0,79,96,-1091,57,48,15,0,0,0,0.00503243,-0.0311489,0.0192108,1.29178,-1.22383,-0.446816,-0.0663546,-0.453201,-0.0528729,60,0.0126546,0.0925524,0.134303,-0.0667284,-0.24093,-0.134303
19:18:29.50,81,-57,-28,31,96,72,0,85,96,-1091,57,49,14,0,0,0,0.00409459,-0.0209165,0.0249796,1.29587,-1.24475,-0.421836,-0.0874535,-0.444199,-0.111033,61,0.0110233,0.0654379,0.127641,-0.0725721,-0.239235,-0.127641
19:18:29.111,80,-59,-29,33,99,72,0,85,102,-1091,56,51,12,0,0,0,-0.016076,-0.0549815,0.061614,1.2798,-1.29973,-0.360222,-0.0898998,-0.436803,-0.0740222,61,0.00897577,0.0383116,0.123125,-0.0864892,-0.234563,-0.123125
19:18:29.174,79,-59,-24,27,97,70,0,86,105,-1091,50,58,2,0,0,0,-0.146878,-0.173527,0.338018,1.13292,-1.47326,-0.0222042,-0.0898998,-0.439254,-0.156856,63,0.00682416,0.0110464,0.113557,-0.154646,-0.196429,-0.113557
19:18:29.236,70,-64,-20,190,93,51,0,76,98,-1091,22,10,25,0,0,0,-1.73918,1.15769,0.56976,-0.606261,-0.31557,0.547556,-0.108552,-0.426752,-0.089884,62,0.00307586,-0.0164407,0.107894,-0.0192449,0.249258,-0.107894
19:18:29.295,49,-48,-6,176,91,16,0,73,95,-1091,64,27,31,0,0,0,-0.989586,0.895417,0.133976,-1.59585,0.579847,0.681531,-0.133932,-0.397633,-0.25379,59,-0.00252486,-0.0418448,0.0921594,0.0379589,0.247101,-0.0921594
19:18:29.356,-21,-25,2,198,91,164,0,81,100,-1091,83,48,28,0,0,0,-0.458417,0.504122,-0.0668962,-2.05426,1.08397,0.614635,-0.129651,-0.270741,-0.111033,62,-0.00867178,-0.0584547,0.0856084,0.0576963,0.243251,-0.0856084
19:18:29.416,-108,-12,25,200,97,177,0,86,103,-1091,79,57,23,0,0,0,0.0938023,0.202293,-0.132909,-1.96046,1.28626,0.481726,-0.0850073,0.0368215,-0.786045,59,-0.0141181,-0.0566308,0.0368737,0.0693759,0.240181,-0.0368737
19:18:29.478,-112,21,29,192,103,134,0,92,106,-1091,55,62,4,0,0,0,0.570347,0.134234,-0.452036,-1.39011,1.4205,0.0296901,-0.117726,0.405243,-1.67784,62,-0.0219407,-0.0329937,-0.0621186,0.125244,0.216365,0.0621186
19:18:29.539,-46,24,18,220,99,75,0,85,100,-1091,13,61,36,0,0,0,1.0007,-0.017826,-0.976832,-0.38941,1.40267,-0.947142,-0.0250741,0.484275,-1.08742,62,-0.0216283,-0.00293008,-0.129539,0.241326,0.0652826,0.129539
19:18:29.600,-40,19,-3,58,107,0,0,94,106,-1091,29,46,69,0,0,0,1.02497,-0.362163,-0.767783,0.635561,1.04051,-1.71492,0.016818,0.240281,-0.0722597,61,-0.01867,0.0117079,-0.134019,0.227648,-0.103328,0.134019
19:18:29.660,16,19,-18,59,89,20,0,72,91,-1091,67,24,79,0,0,0,0.906791,-0.531558,-0.25837,1.54235,0.50895,-1.97329,0.0694124,0.170896,-0.417697,59,-0.0130808,0.0214733,-0.159498,0.162319,-0.190138,0.159498
19:18:29.721,66,12,-35,50,98,143,0,85,99,-1091,81,4,79,0,0,0,0.328256,-0.468688,0.0107614,1.87061,0.0402615,-1.96253,0.115891,-0.0566471,0.311951,61,-0.00686087,0.0170876,-0.141093,0.124849,-0.216593,0.141093
19:18:29.779,129,4,-61,45,102,145,0,92,107,-1091,6,22,25,0,0,0,-1.79453,0.420951,1.2735,0.0760767,0.461213,-0.689034,0.149221,-0.273734,0.759608,58,-0.000196953,-0.000724329,-0.0947571,0.0424767,0.246365,0.0947571
19:18:29.838,25,4,-44,27,85,0,0,60,84,-1091,16,12,1,0,0,0,-0.535931,-0.242483,0.589792,-0.459854,0.21873,-0.0992411,0.200287,-0.556764,1.28305,59,0.00831222,-0.0339709,-0.0203402,0,0,0
19:18:29.899,-4,6,-30,38,87,0,0,65,89,-1091,13,7,10,0,0,0,0.060873,-0.107765,0.286309,-0.398981,0.110965,0.187068,0.150139,-0.159479,-0.26789,62,0.0169772,-0.0435584,-0.0361457,0,0,0
19:18:29.962,-4,10,-15,162,84,0,0,60,83,-1091,9,2,11,0,0,0,0.111697,-0.115003,0.018658,-0.287284,-0.00403775,0.205726,0.113445,-0.0279298,-0.497006,62,0.0239436,-0.0455431,-0.06696,0,0,0
19:18:30.22,-4,6,3,187,84,0,0,60,83,-1091,4,0,8,0,0,0,0.100694,-0.0558892,-0.0731648,-0.18659,-0.0599269,0.132561,0.0776685,0.00496895,-0.167431,60,0.0287689,-0.0455579,-0.0773408,0,0,0
19:18:30.81,0,5,3,176,74,0,0,47,75,-1091,0,0,2,0,0,0,0.0914138,0.0118953,-0.135167,-0.0951765,-0.0480316,-0.00260623,0.00978501,0.0324139,0.107508,59,0.0295045,-0.0436642,-0.0708903,0,0,0
19:18:30.140,0,5,3,183,73,0,0,41,69,-1091,1,2,1,0,0,0,0.0528748,0.0324519,-0.0956581,-0.0423017,-0.0155797,-0.0982643,0.00703298,0.0163614,0.163906,59,0.0299868,-0.0427307,-0.0612198,0,0,0
19:18:30.200,0,5,0,28,72,0,0,40,69,-1091,2,3,3,0,0,0,0.0321251,0.027254,-0.0678984,-0.0101766,0.0116743,-0.166163,0.00703298,0.0163614,0.163906,60,0.03046,-0.0417926,-0.0515493,0,0,0
19:18:30.261,0,0,0,21,76,0,0,47,73,-1091,3,4,5,0,0,0,0.0158204,0.0168876,-0.0308049,0.00564384,0.028562,-0.196968,0.0177353,0.0102039,0.102221,62,0.0315543,-0.041236,-0.0454161,0,0,0
19:18:30.321,0,8,-2,21,83,0,0,59,82,-1091,3,5,6,0,0,0,0.00212564,0.0306512,-0.0216933,0.00776948,0.0592132,-0.218661,0,0,0,59,0.0315543,-0.041236,-0.0454161,0,0,0
19:18:30.383,0,8,-2,12,83,0,0,56,80,-1091,3,4,6,0,0,0,-0.0023215,-0.0175576,0.00138854,0.00544797,0.0416556,-0.217272,0.0333302,0.00897238,0.0898841,62,0.0335427,-0.0407964,-0.0401129,0,0,0
19:18:30.445,0,8,-2,9,86,0,0,59,85,-1091,3,4,5,0,0,0,0.00111286,-0.0135909,0.0100293,0.00656083,0.0280647,-0.207243,0.0333302,0.00897238,0.0898841,62,0.0356299,-0.0403235,-0.0345401,0,0,0
19:18:30.504,0,0,0,8,87,0,0,59,85,-1091,3,3,5,0,0,0,-0.000595116,-0.0149036,0.0099462,0.00596572,0.0131611,-0.197297,0.0333302,0.00897238,0.0898841,59,0.0377143,-0.0398389,-0.0289673,0,0,0
19:18:30.566,0,0,0,5,87,0,0,59,85,-1091,3,4,5,0,0,0,-0.00284849,0.0199655,-0.00595707,0.00311723,0.0331266,-0.203254,0,0,0,63,0.0377143,-0.0398389,-0.0289673,0,0,0
19:18:30.627,0,0,0,11,87,0,0,59,86,-1091,2,4,5,0,0,0,-0.00553097,0.0102128,-0.00699602,-0.00241374,0.0433394,-0.21025,0,0,0,60,0.0377143,-0.0398389,-0.0289673,0,0,0
19:18:30.688,0,0,0,11,87,0,0,59,86,-1091,2,5,5,0,0,0,-0.00303852,0.00692542,-0.00353183,-0.00545225,0.0502648,-0.213782,0,0,0,61,0.0377143,-0.0398389,-0.0289673,0,0,0
19:18:30.746,0,0,0,11,87,0,0,59,86,-1091,2,5,6,0,0,0,-0.00195178,0.00378033,-0.00193426,-0.00740403,0.0540452,-0.215716,0,0,0,58,0.0377143,-0.0398389,-0.0289673,0,0,0
19:18:30.823,0,0,0,9,88,0,0,59,85,-1091,2,5,6,0,0,0,-0.00104499,0.00185409,-0.000806069,-0.00844903,0.0558993,-0.216522,0,0,0,78,0.0377143,-0.0398389,-0.0289673,0,0,0
